num_tasks,runtime_rank
2,41.526739
2,41.597337
6,14.298022
6,14.317170
6,14.312798
6,14.305611
6,14.373323
6,14.363366
12,7.145269
12,7.161301
12,7.150572
12,7.165229
12,7.177035
12,7.172359
12,7.161171
12,7.173545
12,7.189313
12,7.162572
12,7.177088
12,7.174042
24,3.581404
24,3.560471
24,3.582079
24,3.576014
24,3.586668
24,3.594434
24,3.587284
24,3.576375
24,3.576298
24,3.584188
24,3.592769
24,3.569479
24,3.581808
24,3.571688
24,3.555296
24,3.584695
24,3.587288
24,3.605351
24,3.595335
24,3.581683
24,3.583527
24,3.588311
24,3.577806
24,3.577624
48,1.777428
48,1.781145
48,1.789641
48,1.799042
48,1.785585
48,1.793463
48,1.791699
48,1.786805
48,1.803025
48,1.796277
48,1.793423
48,1.791719
48,1.786957
48,1.783697
48,1.801617
48,1.793922
48,1.787635
48,1.786747
48,1.811780
48,1.783333
48,1.801594
48,1.788959
48,1.781131
48,1.797720
48,1.796527
48,1.797685
48,1.783822
48,1.800403
48,1.792929
48,1.785611
48,1.798713
48,1.794415
48,1.789491
48,1.782573
48,1.801712
48,1.790889
48,1.793144
48,1.792987
48,1.799775
48,1.797006
48,1.781605
48,1.807631
48,1.797276
48,1.797502
48,1.791125
48,1.772999
48,1.790804
48,1.778020
96,0.872940
96,0.872647
96,0.874691
96,0.871532
96,0.875084
96,0.876162
96,0.877138
96,0.873937
96,0.874456
96,0.877794
96,0.877850
96,0.865442
96,0.885139
96,0.874262
96,0.876550
96,0.880501
96,0.880850
96,0.879122
96,0.865856
96,0.874042
96,0.872423
96,0.870079
96,0.891696
96,0.881666
96,0.881001
96,0.875175
96,0.883946
96,0.876509
96,0.879153
96,0.876592
96,0.876698
96,0.875324
96,0.879191
96,0.881139
96,0.874277
96,0.871201
96,0.874430
96,0.879383
96,0.884187
96,0.878183
96,0.880103
96,0.871808
96,0.881600
96,0.881711
96,0.879233
96,0.881429
96,0.869151
96,0.871293
96,0.878125
96,0.884211
96,0.884311
96,0.882821
96,0.872407
96,0.873121
96,0.873595
96,0.880256
96,0.877040
96,0.886980
96,0.882549
96,0.876237
96,0.873315
96,0.872756
96,0.872757
96,0.880271
96,0.872679
96,0.871176
96,0.877437
96,0.875107
96,0.881092
96,0.878553
96,0.880078
96,0.865577
96,0.879117
96,0.881692
96,0.889198
96,0.877905
96,0.882672
96,0.873044
96,0.876612
96,0.884198
96,0.881433
96,0.880439
96,0.877189
96,0.872852
96,0.879925
96,0.877333
96,0.872172
96,0.870118
96,0.879463
96,0.869288
96,0.870323
96,0.865351
96,0.874244
96,0.877028
96,0.873063
96,0.888369
2,41.550369
2,41.589116
6,14.294521
6,14.320083
6,14.326140
6,14.309552
6,14.318189
6,14.334760
12,7.165874
12,7.167885
12,7.153250
12,7.135488
12,7.170851
12,7.170274
12,7.155418
12,7.175976
12,7.201442
12,7.177784
12,7.165671
12,7.189927
24,3.576760
24,3.564183
24,3.588443
24,3.591773
24,3.582787
24,3.587415
24,3.591561
24,3.579702
24,3.588707
24,3.596168
24,3.621230
24,3.590178
24,3.604367
24,3.597310
24,3.580547
24,3.591493
24,3.584736
24,3.609301
24,3.574555
24,3.631090
24,3.609341
24,3.587236
24,3.640000
24,3.652647
48,1.783067
48,1.783675
48,1.781025
48,1.784734
48,1.794511
48,1.800499
48,1.791420
48,1.795692
48,1.800817
48,1.798769
48,1.799285
48,1.798750
48,1.796744
48,1.788260
48,1.788957
48,1.799417
48,1.793581
48,1.780716
48,1.784365
48,1.801780
48,1.791072
48,1.800786
48,1.791262
48,1.783646
48,1.797605
48,1.787740
48,1.798191
48,1.788158
48,1.784809
48,1.799305
48,1.799231
48,1.786868
48,1.788475
48,1.795533
48,1.784805
48,1.791792
48,1.793507
48,1.782220
48,1.791689
48,1.783022
48,1.784955
48,1.787770
48,1.799632
48,1.793211
48,1.781688
48,1.797243
48,1.788523
48,1.795092
96,0.868429
96,0.873358
96,0.879195
96,0.872928
96,0.876813
96,0.875259
96,0.875144
96,0.880790
96,0.883784
96,0.882506
96,0.890881
96,0.872407
96,0.862034
96,0.864806
96,0.876347
96,0.888472
96,0.876182
96,0.864153
96,0.881573
96,0.877386
96,0.872493
96,0.872633
96,0.873370
96,0.877830
96,0.865375
96,0.873945
96,0.878109
96,0.885093
96,0.878719
96,0.883795
96,0.882600
96,0.883200
96,0.873775
96,0.876593
96,0.876015
96,0.876545
96,0.866324
96,0.877275
96,0.871076
96,0.876023
96,0.882480
96,0.872387
96,0.860978
96,0.879747
96,0.873496
96,0.876765
96,0.894943
96,0.866085
96,0.873532
96,0.877784
96,0.891183
96,0.878048
96,0.880734
96,0.873390
96,0.873777
96,0.872611
96,0.869222
96,0.873376
96,0.873023
96,0.881694
96,0.872532
96,0.868868
96,0.884359
96,0.871259
96,0.872833
96,0.887322
96,0.881360
96,0.882226
96,0.880260
96,0.870750
96,0.876757
96,0.884630
96,0.881893
96,0.869428
96,0.879502
96,0.871199
96,0.913861
96,0.878778
96,0.919429
96,0.884142
96,0.884372
96,0.873878
96,0.877317
96,0.876065
96,0.866015
96,0.875893
96,0.870547
96,0.865598
96,0.878605
96,0.871285
96,0.872237
96,0.891459
96,0.868060
96,0.887756
96,0.876975
96,0.893359
2,41.296686
2,41.331637
6,14.292396
6,14.285772
6,14.312408
6,14.327010
6,14.334263
6,14.382146
12,7.159037
12,7.150923
12,7.157076
12,7.138689
12,7.164951
12,7.165293
12,7.171474
12,7.154998
12,7.166021
12,7.161858
12,7.164193
12,7.189090
24,3.570522
24,3.567356
24,3.577572
24,3.588264
24,3.576740
24,3.588582
24,3.589598
24,3.581206
24,3.599127
24,3.615397
24,3.579835
24,3.613660
24,3.574426
24,3.578448
24,3.584873
24,3.580845
24,3.568775
24,3.564879
24,3.587172
24,3.585716
24,3.590249
24,3.583319
24,3.576503
24,3.583939
48,1.780415
48,1.794549
48,1.786439
48,1.800522
48,1.797796
48,1.804792
48,1.799893
48,1.801978
48,1.788776
48,1.822154
48,1.845653
48,1.796705
48,1.784590
48,1.781229
48,1.866597
48,1.785804
48,1.782190
48,1.798657
48,1.799822
48,1.798502
48,1.795496
48,1.775353
48,1.793640
48,1.787569
48,1.809257
48,1.790229
